,Adj Close,log_returns,5d_return,omega,alpha[1],beta[1],h.1,h.2,h.3,h.4,h.5,5d_volaility,Quantiles
2021-04-30,14631.099609,-1.7869525279414185,0.3399187139717832,0.02563733903882415,0.08733453832839445,0.8841504612746633,1.4237302973594015,1.4087699664038837,1.3942362292915007,1.3801169216986466,1.3664002261674073,6.97325364092084,3
2021-05-03,14634.150391,0.02084917785461795,0.11145072943594744,0.02578534010738687,0.08731750752509099,0.8837029474687575,1.2798951849246203,1.2685897449173276,1.2576119314175407,1.2469522499581398,1.236601481217343,6.289650592434971,3
2021-05-04,14496.5,-0.9450624250624113,0.949896534867452,0.026150652418745392,0.08793333738227019,0.8829364038156691,1.2470197237316352,1.2368443688668036,1.2269654247225874,1.2173742567779833,1.2080624820378199,6.13626625613683,3
2021-05-05,14617.849609,0.8336116956264668,2.223557326602915,0.02609912060049615,0.08793890032642189,0.88280914645939,1.1768787096112812,1.168551829259454,1.1604685264220986,1.1526216759811576,1.1450043612421938,5.8035251025161845,3
2021-05-06,14724.799805,0.7289775923716935,2.1877907977145483,0.026199628351020018,0.088025038734106,0.8825312039184809,1.101799837068953,1.0955583383718956,1.0895006128479585,1.0836212495244255,1.0779149967479478,5.44839503456118,3
2021-05-07,14823.150391,0.6657040407715988,3.3043228531244395,0.026386719462915244,0.08818978227113164,0.8821279462985558,1.0281984047266435,1.0240658600562482,1.0200559786984575,1.016165119727532,1.0123897502886787,5.10087511349756,3
2021-05-10,14942.349609,0.8009262750599546,3.108580579649294,0.02642599653089095,0.08831688665781445,0.8818874816621828,0.97906836751675,0.9763224035795703,0.9736582573724694,0.9710734910844969,0.9685657395408197,4.868688259094106,3
2021-05-11,14850.75,-0.6149067993930188,1.3401877411094982,0.0264301889177291,0.08847667813294124,0.8815143877192843,0.9286027752869642,0.9271665846716662,0.9257734926059663,0.9244222057483278,0.9231114695690149,4.6290765278819395,3
2021-05-12,14696.5,-1.0440998826452301,-1.1369800223888706,0.026276173668497292,0.08856207586763513,0.8815153866412162,0.9541942685222943,0.951918528417094,0.9497108842305118,0.9475692983598696,0.9454917941727322,4.748884773702502,3
2021-05-14,14677.799805,-0.12732352873378475,-1.4682763820915288,0.026915122255171023,0.08943188527050862,0.880237823861195,0.869312730285629,0.8698613445757241,0.870393319234826,0.8709091589477828,0.8714093530922042,4.351885906136166,3
2021-05-17,14923.150391,1.6577589787833973,1.976435124633287,0.026039423404875067,0.08844162485184831,0.8823281115016203,1.0224360691679069,1.0185894167092808,1.014855202916177,1.0112301411767581,1.0077110409477172,5.074821870917839,3
2021-05-18,15108.099609,1.231727326002346,3.187313272781015,0.025829221401226454,0.08846964593006958,0.8825808530561653,1.048355219782371,1.0438350806857217,1.0394457973604332,1.03518358159722,1.0310447548535646,5.19786443427931,3
2021-05-19,15030.150391,-0.5172788188563332,3.6150968789870928,0.025832589345317663,0.08834033887161376,0.8825556151847384,0.9803670979152611,0.9776670382012123,0.9750455611491317,0.9725003796856151,0.9700292733003476,4.875609350251568,3
2021-05-20,14906.049805,-0.8291052043489264,1.9523799790116998,0.02593040347975558,0.08846914279307888,0.8824353568374628,0.9631393937369835,0.9610467746304249,0.9590150413238541,0.9570424223144554,0.9551271976421734,4.795370829647891,3
2021-05-21,15175.299805,1.7901935531927142,3.0135959398327206,0.025405846814242315,0.08839926939952898,0.8833343534106217,1.1407791227523,1.1339392765925205,1.1272927681042137,1.120834132331833,1.1145580587943262,5.6374033585751935,3
2021-05-24,15197.700195,0.14750201864384063,2.495393917704962,0.02541286627539286,0.08814787177014957,0.8832807447355804,1.0308106153135992,1.0267717961889027,1.022848371714282,1.0190370449049364,1.0153346129754826,5.114802441097202,3
2021-05-25,15208.450195,0.07070938155614827,1.7651770242011562,0.02553202736618268,0.08822501413147163,0.8828251544899435,0.9331643349242531,0.9316814121458693,0.9302414197318672,0.9288431148554369,0.9274852906693951,4.651415572326822,3
2021-05-26,15301.450195,0.6096400633781369,2.989723886972312,0.025638314721198308,0.08808432081883949,0.8828807384254035,0.875012649719153,0.8752450239952178,0.8754706512979438,0.8756897275253023,0.8759024428873784,4.377320495424995,3
2021-05-27,15337.849609,0.23759962764701467,4.271423397264557,0.025841337973371514,0.08844749901506398,0.8821010089781854,0.7975661343818958,0.7999179597236641,0.8022005203001779,0.8044158560621175,0.8065659468805721,4.010666417348427,3
2021-05-28,15435.650391,0.6356190311263046,5.0343659571246455,0.026032767392083347,0.08906972997082697,0.8810948970353194,0.7539473381351175,0.7574858054762166,0.7609187013243673,0.7642491754444395,0.7674802836268929,3.804081304007034,4
2021-05-31,15582.799805,0.9487934886850976,4.325400467026347,0.026097107773188008,0.08962256349510181,0.8803371815215275,0.7560119967708485,0.759398311390553,0.7626829002556277,0.76586881923368,0.7689590323932752,3.8129210600439842,3
2021-06-01,15574.849609,-0.05103206642388732,3.042641074600113,0.02597557089143061,0.08914927075846958,0.8810092841389255,0.6950939269915286,0.7003268906194875,0.7054036950506186,0.7103290003010215,0.715107327325181,3.5262608402878373,3
2021-06-02,15576.200195,0.00867120696954649,3.568591100425993,0.026562305698522352,0.09017849066226685,0.8794999728018357,0.6371483389419812,0.6443913280024878,0.6514146985055672,0.6582251096233325,0.6648290186115658,3.2560084936849343,3
2021-06-03,15690.349609,0.7301728004762823,5.127869105251201,0.02699151235179469,0.09095560177201457,0.8785690218091667,0.6266924310549375,0.6345852556715085,0.6422375434868817,0.6496566249506162,0.6568496071140615,3.2100214622780054,4
2021-06-04,15670.25,-0.1281838485408854,3.209491703517602,0.027026842160433884,0.09106436707923904,0.8782590703921405,0.5797546068601933,0.5889965705720246,0.5979550226061627,0.606638660126316,0.6150559134971063,2.988400773661803,3
2021-06-07,15751.650391,0.5181136219060585,3.5801033067798196,0.027029638228034992,0.09124600522341397,0.8779938218827328,0.55299877840588,0.5630180786000605,0.5727291833879926,0.5821415729136575,0.5912644357101687,2.862152049017759,3
2021-06-08,15740.099609,-0.0733575143838425,3.436036410839829,0.02701169459753973,0.09157177430315144,0.877546675086487,0.5124865387173082,0.5236718543323203,0.5345117500570746,0.5450168929933938,0.5551976208264561,2.670884656926553,3
2021-06-09,15635.349609,-0.6677220043233457,2.1586743431383466,0.02683781561528134,0.09115651593187342,0.8781007456187877,0.5275299241363665,0.5381500252697239,0.548443635411633,0.55842079178925,0.5680912230578816,2.740635599664855,3
2021-06-10,15737.75,0.652793354281816,2.5738680697731473,0.026680057209321307,0.09114694130949824,0.8781719919912203,0.5198991646253828,0.530628160887932,0.5410279801005335,0.5511087217662128,0.5608801755244692,2.7035442029045305,3
2021-06-11,15799.349609,0.3906490330518219,2.328898071698665,0.026654599564233054,0.09157696207117845,0.8776976483043429,0.4907234255856927,0.5023003567009465,0.5135215820970284,0.5243980309707515,0.5349402967150989,2.565883692069518,3
2021-06-14,15811.849609,0.07908589968584234,1.4591904826994098,0.02673458302102752,0.0920688488571525,0.8771481315111535,0.4564306814658946,0.46911494985884994,0.4814087581688513,0.49332412593629765,0.5048727027038398,2.4051512181337333,3
